frame,frame_mean_step_frac,frame_max_step_frac,frame_step_std_frac
36,0.00031509823806642577,0.0006277888617201,0.00014252351574800485
37,0.00031206500716362233,0.0006144414799637,0.00014175169582003345
38,0.00030989002902229314,0.0006023884243575,0.00014137903850178056
39,0.0003086030870631696,0.0005916883322324,0.0001414152292080687
40,0.0003082065495793532,0.000588036308913,0.00014189224613523417
41,0.00030868806528117114,0.0005897244817709,0.0001428303125972029
42,0.00031003266362349564,0.0005928661007344,0.0001442349907934577
43,0.00031223009028058844,0.000597410241124,0.00014606862127682196
44,0.00031527182180175636,0.0006032746818821,0.00014823817432169865
45,0.0003191686351840074,0.0006103075136355,0.00015057484252786735
46,0.00032393605575608983,0.0006183924660763,0.0001528600653702899
47,0.0003294593425355378,0.0006273676776819,0.00015510796177409307
48,0.0003355511466537235,0.0006370180163072,0.0001574352455610208
49,0.0003420301540142704,0.0006471249398686,0.00015987333781389434
50,0.00034872971125686535,0.0006574284534456,0.00016238540636138665
51,0.0003554777218146032,0.000667641501556,0.00016491367410282747
52,0.00036208079904533893,0.0006804376500458,0.00016737055493009265
53,0.00036835061340219377,0.0006951828926261,0.00016966893688148316
54,0.00037408533464186665,0.0007087271794562,0.00017171381901916644
55,0.000379096232571225,0.000720698063061,0.00017342294010155247
56,0.0003832128802545563,0.0007308281861696,0.0001747226055680098
57,0.00038629312738429583,0.0007388292959811,0.00017555377649814088
58,0.0003882383619342625,0.0007445462001112,0.0001758814859853161
59,0.0003889928831139937,0.0007478703129553,0.00017569552739302364
60,0.00038855053316683955,0.0007487256951647,0.00017500651933963698
61,0.00038695890015110206,0.0007471612587654,0.00017384845112196026
62,0.00038430616911924167,0.0007433286974818,0.00017226620415329043
63,0.00038072495471405,0.000737492605929,0.000170335841356646
64,0.0003763742762969854,0.000730253728645,0.00016813903784375993
65,0.0003714302699016612,0.0007262682494091,0.000165760371142115
66,0.0003660793858434844,0.0007213210077351,0.00016329338073387925
67,0.00036051310434268317,0.000715808257636,0.00016082058792092586
68,0.0003549032607348146,0.0007100660004535,0.0001584267523446705
69,0.00034940806440848473,0.0007043943305421,0.0001561783291939642
70,0.0003441718408050942,0.0006990738765681,0.000154137284721802
71,0.0003393209564643709,0.0006943593710032,0.00015235465349787831
72,0.00033495643992930845,0.0006904046498973,0.00015086499763193232
73,0.000331156136199475,0.0006874122778216,0.00014969792987066114
74,0.00032798376345537396,0.0006855149735053,0.0001488691839824479
75,0.0003254775773421836,0.0006848271926552,0.00014839268745081298
76,0.0003236600673801022,0.0006853430878034,0.00014826133594539556
77,0.00032253614191907063,0.0006870528874112,0.0001484692184147831
78,0.0003221040215315891,0.0006898876588981,0.00014898282568669057
79,0.0003223537341349017,0.0006937714687848,0.00014973540332255687
80,0.0003232881677355128,0.000698631819845,0.00015059987905852507
81,0.00032488254010438474,0.0007043516543602,0.0001514461667851346
82,0.0003270273609847611,0.0007107378566672,0.00015230401367498535
83,0.00032957446702968496,0.0007176192627012,0.0001532232625968849
84,0.0003323922604095164,0.000724685740787,0.000154185736822149
85,0.0003353436540432921,0.0007316532853066,0.00015514208407185824
86,0.000338294698676988,0.0007381555495286,0.00015601370560066087
87,0.0003410966840967603,0.0007439114725557,0.00015673074702159115
88,0.00034361600897326027,0.0007486108035555,0.00015721654444425152
89,0.00034570654342451403,0.0007519196649909,0.00015740393310698905
90,0.0003472527825178946,0.0007536108067828,0.00015722217093062363
91,0.0003481680149127334,0.0007533656987811,0.00015657910297116987
92,0.0003484204693677161,0.000751018679195,0.00015535175244516455
93,0.0003480317074386599,0.0007464858549229,0.00015338333752541253
94,0.00034701506400923996,0.0007397913447723,0.00015060919791431803
95,0.00034534805842361527,0.0007310304817858,0.00014718004321413616
96,0.00034302886553523707,0.0007204276350196,0.00014329958476869869
97,0.00034010888211258127,0.0007082469697076,0.0001391338035228488
98,0.00033669458420224166,0.0006947253761019,0.00013480161548093457
99,0.0003329127934928542,0.0006801517831337,0.00013041890525728714
100,0.00032890871037109787,0.000664830396793,0.00012608281726244917
101,0.00032483208765256874,0.0006490457772761,0.0001218806000218907
102,0.0003208251539048,0.000633079035982,0.00011789621077883578
103,0.0003170289715590896,0.0006172126878962,0.00011420287046203363
104,0.0003135640658210146,0.0006016756628781,0.0001108677910882304
105,0.00031054436828891044,0.0005867231920591,0.00010794579290258888
106,0.00030806738153295625,0.0005725037036561,0.00010548694696895644
107,0.0003062113133762979,0.0005591510613421,0.00010352298728137712
108,0.0003050459898995208,0.0005467574656097,0.0001020781403044966
109,0.0003046155089295979,0.0005366901512977,0.00010117415244056788
110,0.00030495729790396876,0.0005447703435394,0.00010081384085190987
111,0.0003060946184635375,0.00055409683937,0.000101001170541579
112,0.0003080277274711708,0.0005647552822241,0.00010172414273654972
113,0.00031075254558121456,0.0005767722263597,0.00010296384482236609
114,0.0003142441185723812,0.0005901337593292,0.00010469219138582497
115,0.0003184700996114479,0.0006047808500605,0.00010686983560903472
116,0.0003233717803977646,0.0006206027021371,0.00010945124213523384
117,0.0003288717185208875,0.000637487947337,0.00011238556448723571
118,0.0003348660825056,0.0006552122516406,0.00011561382805750355
119,0.00034123478587144376,0.0006735584540335,0.00011907866618863496
120,0.0003478192881010569,0.0006921819524518,0.00012270553549152002
121,0.00035445008699579525,0.000710801172551,0.00012643262327915927
122,0.00036093328355916044,0.0007290782043786,0.00013019046009758544
123,0.00036705625978968064,0.0007465658788747,0.00013389141563224235
124,0.00037260365705831444,0.0007628398155575,0.00013745071202056567
125,0.0003773567672716327,0.0007774358191516,0.00014078515048209818
126,0.0003811200724359684,0.0007899313187233,0.00014381699765973123
127,0.0003837237786389883,0.0007999509236196,0.00014647826312743771
128,0.0003850322789645222,0.0008071753845354,0.00014871585563828982
129,0.0003849741832108842,0.0008115210440278,0.00015049779344048254
130,0.00038352972412862926,0.0008128818116429,0.00015181538542061081
131,0.0003807371296980115,0.0008113014192641,0.0001526698834800835
132,0.0003766912273961258,0.0008069708100049,0.0001530770346418443
133,0.00037154876572224584,0.0008001344547637,0.0001530749962649807
134,0.0003654982930158979,0.0007911051351747,0.00015269531033474326
135,0.0003587632791946671,0.0007802200565225,0.00015196496392608287
136,0.0003515915489960231,0.0007679365152797,0.00015090656421421647
137,0.0003442329480257823,0.0007547446464864,0.000149530754552803
138,0.00033693048903275135,0.0007410935774246,0.00014785877476215827
139,0.00032988407841623343,0.0007274112776827,0.00014594199532378993
140,0.0003232752589719536,0.0007140494767171,0.00014385910288950874
141,0.00031726403074454926,0.0007012758045875,0.0001416546732406357
142,0.00031198281874049487,0.0006893653946203,0.0001393517442892713
143,0.00030754501776627114,0.0006784599273354,0.00013697913380166437
144,0.0003040242409958906,0.0006687870577395,0.0001345945357770397
145,0.0003014483633016302,0.0006604818029287,0.00013228349967154778
146,0.0002998316268266842,0.0006536403394069,0.000130143721144989
147,0.0002991639107583891,0.0006482776382846,0.0001282565985350984
148,0.0002994301635162866,0.0006443851188535,0.0001266878434255944
149,0.00030060675302703334,0.0006419842805707,0.00012549391449655974
150,0.0003026625027479375,0.00064093648016,0.0001247049781424821
151,0.00030555505636403545,0.0006412416179569,0.00012434762408703655
152,0.00030923457707847916,0.0006428076711583,0.00012443630376709537
153,0.0003136321751166854,0.0006454922262893,0.00012497037004692452
154,0.00031866933156314586,0.0006492119056209,0.0001259374424501271
155,0.00032425703816688333,0.0006537562424176,0.0001273082042501583
156,0.0003302758213030688,0.00065892283873,0.0001290419474189293
157,0.00033660075156484584,0.000664429201947,0.00013108230960584446
158,0.00034308509696565835,0.0006790966205923,0.00013336699638160734
159,0.00034957572609108334,0.0006998437031937,0.0001358225694776758
160,0.00035589934439162293,0.0007197043694462,0.00013836813404950767
161,0.00036188822651287295,0.0007383154533124,0.0001409236248064693
162,0.00036737899408948127,0.00075530282801,0.00014340463047693251
163,0.000372207547706725,0.0007703073099744,0.0001457235133880546
164,0.00037624298685146875,0.0007829889479424,0.00014780062706532194
165,0.0003793664958401146,0.0007930836710587,0.0001495706137745209
166,0.00038150975432035204,0.0008004349590691,0.0001509870675667123
167,0.0003826378523679437,0.000804951392694,0.00015200879462870143
168,0.0003827599854595646,0.0008065672547903,0.00015262319228447885
169,0.00038193054218869997,0.0008054030728771,0.00015282822887178132
170,0.00038024253151414583,0.0008016489622023,0.00015265541635712404
171,0.00037782190598741874,0.0007956009533679,0.00015214659002110042
172,0.00037481939145604377,0.0007875792492822,0.00015134501156807278
173,0.000371391641480275,0.0007779913314427,0.0001503093874172712
174,0.00036770772387729236,0.0007672336867604,0.00014909954986199838
175,0.0003639254946794873,0.0007556272814688,0.0001477699581413992
176,0.0003601997215799586,0.0007434326560624,0.0001463798810612784
177,0.0003566611935546023,0.0007309660184303,0.00014497784076338474
178,0.00035343626017323343,0.0007184118103845,0.00014360829179867538
179,0.0003506149800973271,0.0007059638645851,0.0001423099974585776
180,0.00034827727487948785,0.0006938810588277,0.00014112405408304995
181,0.00034648017877433163,0.0006822375510773,0.00014007601647425254
182,0.00034525840969168507,0.0006711716869773,0.00013921333458862952
183,0.000344622029927885,0.0006759240294589,0.0001385553775794862
184,0.00034457017809132645,0.0006828870590367,0.0001381301412069709
185,0.00034508179806960764,0.0006906392656807,0.00013794663334200415
186,0.00034611640764860567,0.0006991475199126,0.00013802170820675528
187,0.0003476219659069343,0.000708357578981,0.00013835067669020618
188,0.00034952307420052503,0.000718187453594,0.00013892432309793105
189,0.00035173883834211246,0.000728439663802,0.00013972055247786104
190,0.0003541783631006916,0.0007389079787768,0.00014071446051002937
191,0.0003567412045860062,0.0007494091193733,0.00014187647238138486
192,0.0003593105045682833,0.0007596735760839,0.000143168246697118
193,0.00036178476388934585,0.0007695002524365,0.00014455089105603014
194,0.00036405256294411045,0.0007786803056454,0.00014597868715481013
195,0.00036600976457990003,0.0007870623483562,0.0001474149236391451
196,0.00036756075066919375,0.0007944008466132,0.0001488075940379738
197,0.0003686248252959229,0.0008004835267511,0.00015010879308764442
198,0.0003691496282416358,0.0008051461351208,0.00015127487961458412
199,0.0003690976834317436,0.0008082641983906,0.00015226301719102248
200,0.0003684642919117072,0.0008097886579843,0.00015303159593981166
201,0.00036727461734561116,0.000809754537931,0.00015354955020286922
202,0.00036557881039435116,0.0008082960285687,0.00015379607792151135
203,0.0003634418098889583,0.0008054953127733,0.00015376282393713878
204,0.00036095006740596906,0.0008015700928802,0.00015347655006272637
205,0.0003581824829726817,0.0007965894202786,0.0001529871577485902
206,0.0003552314300850294,0.0007907624640814,0.0001523582089016129
207,0.00035219420542895,0.0007844001322029,0.0001516762425672298
208,0.00034916659301153754,0.0007777471546074,0.00015102164319910491
209,0.00034623800253894373,0.0007710074663062,0.00015047205077260218
210,0.0003434955029924458,0.0007644053535265,0.0001500875727309658
211,0.0003410216443679188,0.0007581273699055,0.00014993812142709406
212,0.000338886081770125,0.0007523668911508,0.00015007225821697556
213,0.00033714400076028956,0.0007472815849463,0.00015053401464512254
214,0.0003358557182925415,0.0007430047607519,0.00015136020717311516
215,0.00033505899466790653,0.0007396331623852,0.0001525693447166024
216,0.00033479190527037844,0.0007372813985175,0.00015417407051763606
217,0.0003350787825029745,0.0007359990291433,0.00015617243802801628
218,0.00033593426288702934,0.0007357705637629,0.00015854172711957839
219,0.0003373753457872874,0.0007365526830444,0.00016123156467493928
220,0.0003394288362338934,0.0007382743849003,0.00016414289344231017
221,0.0003421489174708944,0.0007408841621333,0.00016707053236143137
222,0.000345586377369026,0.0007442589758947,0.00016980530813269558
223,0.0003496432275520329,0.000748289264456,0.00017240299397571743
224,0.00035415234850640683,0.0007528450323937,0.00017500459464930954
225,0.00035897814224244556,0.0007577312200245,0.0001776449108816849
226,0.00036400649364000485,0.0007627302792599,0.00018029395054920786
227,0.00036910544909026297,0.0007676018254929,0.00018290186464090018
228,0.0003741344834356142,0.0007720371781851,0.00018539641077959624
229,0.0003789349650479251,0.0007756824591287,0.00018771436126473464
230,0.0003833542318002762,0.0007804246416535,0.00018977039204289925
231,0.0003872320273938111,0.0007846661716934,0.00019149656606005797
232,0.00039042907643043427,0.0007869845419065,0.00019282645687999046
233,0.00039281179191198804,0.0007871115471139,0.0001936981190537832
234,0.00039426725694939835,0.0007848427409997,0.00019405972532506851
235,0.00039472198714215627,0.0007799893057599,0.00019387365375706252
236,0.0003941246266532521,0.0007724985614873,0.0001931163816579558
237,0.0003924713450269292,0.0007686058095018,0.00019177883770337195
238,0.00038978913699536875,0.0007702037592741,0.00018987825021141519
239,0.0003861503659093146,0.0007690312382471,0.0001874450587413292
240,0.00038165737179377706,0.0007652672995104,0.00018452883054225503
241,0.00037644480279403126,0.0007592547915554,0.00018120100676458293
242,0.0003706548645886437,0.0007512950198823,0.00017753705809875952
243,0.0003644490968024375,0.000741763903139,0.00017362732222077137
244,0.0003579952842393521,0.0007310330808519,0.00016955879354979425
245,0.00035144017966164793,0.0007194124879372,0.00016542249235579375
246,0.00034493118928959873,0.0007071922455739,0.00016130815489345977
247,0.00033860878044465796,0.0006946907827947,0.00015730332596314517
248,0.0003325850401946965,0.0006899115841178,0.00015349694259589002
249,0.0003269727679645472,0.0006903410302886,0.00014996845255910786
250,0.0003218553557759447,0.0006912506459309,0.0001467957439523321
251,0.00031731276575482374,0.0006928598519902,0.000144046537830987
252,0.0003133965958228255,0.0006953585046578,0.00014177870285995373
253,0.000310157705185745,0.0006988834457904,0.00014004415387816764
254,0.0003076272317430678,0.0007035682023087,0.00013888123844488017
255,0.00030582709974771166,0.000709461809261,0.00013832074293865303
256,0.00030476581347706693,0.0007166608371468,0.00013838399454018
257,0.00030444340564057094,0.0007251230061858,0.00013907480491902826
258,0.00030485344502976017,0.0007349152025233,0.00014040004590724643
259,0.0003059725510005368,0.0007459902582473,0.00014235085873200187
260,0.0003077825511637729,0.0007583598581148,0.00014492229626385665
261,0.0003102387324904404,0.0007719583611827,0.00014808375958687297
262,0.0003132852759842098,0.0007866396855613,0.0001517971845442015
263,0.0003168573827790759,0.0008023037328842,0.00015601047995085176
264,0.0003208745200775495,0.0008186657563376,0.00016066186706265503
265,0.00032524271116837907,0.0008355000591861,0.00016568293203783434
266,0.0003298450701756464,0.0008524665299001,0.00017098270380225811
267,0.0003345593284616619,0.0008692572931531,0.00017646708550212654
268,0.0003392416251839399,0.0008854778664653,0.0001820182608877939
269,0.0003437439131290269,0.0009006703925965,0.0001875203383444438
270,0.0003479173004672527,0.0009144367633138,0.00019283946359965765
271,0.0003516142450625906,0.0009263842302738,0.0001978571636529706
272,0.00035469981010991664,0.0009361239798766,0.00020244297022954674
273,0.00035705603877533783,0.000943305583891,0.00020647594290620875
274,0.00035859016042778195,0.0009476602140535,0.00020985173286831998
275,0.000359245736130836,0.000948981536069,0.00021246864597949163
276,0.0003590001606915833,0.00094706746766,0.00021425122387110115
277,0.00035787958963163434,0.0009418987434432,0.0002151404436494324
278,0.00035594741954097744,0.0009336392991407,0.00021511789199059398
279,0.00035329522264940894,0.0009225117758598,0.0002141961370883198
280,0.00035004802804825837,0.0009089270262237,0.00021242792625823928
281,0.0003463364536984526,0.0008932006389383,0.00020988929598761533
282,0.00034230056319673976,0.0008757773967168,0.0002066966418212093
283,0.0003380773258092075,0.0008571093509581,0.0002029757034215708
284,0.00033379838383045413,0.0008375822940464,0.00019886043082774076
285,0.00032959060114894854,0.0008176274389965,0.00019447510990682398
286,0.0003255781031758107,0.0007975807937757,0.00018993001847577196
287,0.00032186732707433337,0.0007777525795521,0.0001853252636252864
288,0.0003185550733284576,0.0007584353513648,0.0001807417689200419
289,0.00031572445016880623,0.0007398724469123,0.00017624756161572773
290,0.00031344022345448474,0.0007222670812102,0.00017189581324950323
291,0.000311752148349281,0.0007057783400615,0.00016772579281720164
292,0.0003106878116167959,0.0006904493462231,0.00016377586712121607
293,0.000310259540704903,0.0006763321430332,0.00016006392438943092
294,0.0003104664499065898,0.000663375847465,0.00015661358929609236
295,0.00031129433962318303,0.0006515438442652,0.00015343770612688014
296,0.00031272140923053164,0.0006407809863752,0.00015053955024428963
297,0.0003147138389638083,0.0006309897473018,0.00014791471601169136
298,0.0003172281066840271,0.0006220543122589,0.00014555288067508312
299,0.00032020887617748337,0.000613890089674,0.00014343095303209148
300,0.00032358608779246666,0.0006063560678347,0.0001415260469886038
301,0.0003272891166003896,0.0006110356786637,0.00013981398218937104
302,0.0003312281861193229,0.0006205872465656,0.00013825929211689535
303,0.00033531860315199165,0.0006306582438215,0.0001368427332741879
304,0.0003394541633334875,0.0006410823169452,0.00013552260814655442
305,0.0003435351496853792,0.0006516814751856,0.00013427987246943042
306,0.0003474585190397979,0.0006622023849246,0.00013308127264373868
307,0.0003511214582464896,0.0006725021502567,0.0001319145788987494
308,0.0003544363155569396,0.0006823090335764,0.00013075541921891826
309,0.0003573172098751875,0.0006914697593532,0.00012959903413541245
310,0.0003597006796405354,0.0006997560046187,0.00012843838757814
311,0.0003615404124221021,0.0007071304042395,0.00012728077797831845
312,0.00036281567683688754,0.0007135339885387,0.00012614839220141433
313,0.0003635303661761146,0.0007189157420032,0.00012506623757845426
314,0.0003637001213869896,0.0007233001464813,0.00012406321260658798
315,0.000363368158853,0.0007266956288571,0.00012317148171966813
316,0.0003625965361507521,0.0007291577714733,0.00012243372429728336
317,0.0003614652435069625,0.0007307575450174,0.00012189050718346345
318,0.00036005638164734376,0.0007316559926632,0.00012158230539296164
319,0.00035846964499696457,0.000732018743066,0.00012155933814611031
320,0.00035679690063165,0.0007320597327404,0.0001218619903285595
321,0.0003551362094249271,0.0007319413540714,0.0001225245612591685
322,0.0003535784343413687,0.0007318220792651,0.00012357780239425465
323,0.0003522003842080896,0.0007317687450281,0.00012504141466739571
324,0.00035107956509502087,0.000731972102064,0.00012693166960485179
325,0.0003502634115569521,0.0007324173557474,0.00012924870946090617
326,0.0003498062894643576,0.0007332264630385,0.000131996856229079
327,0.00034973641361192256,0.0007344205667055,0.00013516375474944932
328,0.00035007203389347477,0.0007360089674725,0.0001387403172017612
329,0.0003508172498971059,0.0007380675217756,0.0001427076818654885
330,0.0003519592445337532,0.0007430351218482,0.00014703352972544501
331,0.00035346848905181577,0.0007574969504888,0.00015167875493773375
332,0.00035529157859307616,0.000772486282985,0.00015658746435512702
333,0.0003573690597806552,0.0007879009887669,0.0001616913491777736
334,0.00035960943006836866,0.0008035493607738,0.0001669040420441369
335,0.00036192420775738623,0.0008192183580096,0.00017212992309000616
336,0.0003641931296942431,0.0008345450232311,0.00017725554346623005
337,0.0003663002843359154,0.0008491532212151,0.00018215199530382162
338,0.00036829051511831434,0.0008626419699967,0.0001863548215067852
339,0.00037033752279876905,0.0008746498939004,0.00018916486332269786
340,0.00037188379530338754,0.0008848024796528,0.00019136132295326957
341,0.00037276661466523767,0.0008928109412412,0.00019297946161069555
342,0.0003728990399927882,0.0008984593539498,0.00019393128096777202
343,0.000372240635572919,0.0009015645144968,0.0001941356933515467
344,0.0003707777410115168,0.0009020219322167,0.00019353218667250152
345,0.0003685225999151167,0.0008997890778399,0.00019209956941067892
346,0.00036552170305216976,0.0008949279501725,0.00018985140534248397
347,0.00036185130647371994,0.0008876269690021,0.00018684539162467972
348,0.00035761428937408033,0.0008781521086349,0.00018316108449218808
349,0.0003529289659378346,0.0008667900087679,0.00017889034824627385
350,0.000347938729556571,0.000853958585881,0.00017414845499815217
351,0.00034278197237387387,0.0008400423878591,0.00016905405241866758
352,0.0003375926079541251,0.0008254823124694,0.0001637460190599769
353,0.0003324934173543968,0.0008106715678374,0.00015836505089853633
354,0.00032759757301690064,0.0007959745001568,0.00015304812726327124
355,0.00032300803922950247,0.0007816799465893,0.00014791204638321724
356,0.00031881435610495813,0.0007679750190598,0.00014304690125705103
357,0.00031509303146053753,0.0007550696128835,0.00013853995333545813
358,0.0003119180645293214,0.0007431738277146,0.0001344563232074662
359,0.0003093425889358987,0.0007324907284737,0.00013084944608208178
360,0.00030741136758268,0.0007231113513145,0.0001277567941386731
361,0.0003061616211007877,0.0007151961619723,0.00012521351601943524
362,0.0003056204050253336,0.0007087333725033,0.0001232313137137386
363,0.00030580420247369375,0.0007037783433013,0.00012182089518485026
364,0.0003067161651886729,0.000700225207344,0.00012097107537810804
365,0.00030835631519635624,0.0006981044730554,0.00012067067096533671
366,0.00031071838091796875,0.000697385720674,0.0001209022406797554
367,0.000313780603542625,0.0006980280947784,0.00012163459736149976
368,0.0003175104563149877,0.0006999281375969,0.00012283870214238441
369,0.00032186061014346113,0.0007029600114515,0.0001244683153073534
370,0.0003267754794308726,0.0007069651521822,0.00012647489095258776
371,0.00033217355602027063,0.0007117716843201,0.00012880444250954932
372,0.00033796402857704834,0.0007171477792616,0.00013139948486901208
373,0.00034403891000713824,0.0007228542269365,0.00013419417269042736
374,0.0003502783572254838,0.0007286705138812,0.00013713085239943683
375,0.00035653872107967795,0.000734384877908,0.000140144566992268
376,0.000362671188483723,0.0007396909405285,0.00014316804108940762
377,0.00036851954525569534,0.0007442845803857,0.00014612810458969827
378,0.0003739150915798664,0.0007477849571233,0.00014895100879300984
379,0.00037870080488027705,0.000749955644355,0.00015156672615137788
380,0.00038272754561277374,0.0007504731183726,0.00015389785491992116
381,0.00038587257564757886,0.000749180112256,0.00015587983813422475
382,0.00038803260366121814,0.0007459260272976,0.0001574502820414355
383,0.00038914374243815734,0.0007406696277018,0.0001585631625552203
384,0.0003891859046938683,0.0007334210526021,0.00015918539492531153
385,0.0003881736627237828,0.0007242456186266,0.0001593027073565485
386,0.0003861646190857475,0.0007132521462288,0.00015892503527749566
387,0.0003832432410503806,0.0007006257702226,0.0001580757420648561
388,0.0003795195994013237,0.0006884264482862,0.00015680483067424618
389,0.00037513334245904494,0.0006824817038572,0.0001551690292786351
390,0.0003702368497449968,0.000675004873612,0.00015321122914250168
391,0.00036500033395638125,0.0006663064913386,0.00015096375626473527
392,0.00035958759412827026,0.0006567282344318,0.00014842305618567177
393,0.00035417336580170614,0.0006465607759522,0.00014559763749100995
394,0.00034889112637597673,0.0006371721059494,0.00014254047486639073
395,0.0003438217348400141,0.000631251478018,0.0001393772439281306
396,0.00033904410776128464,0.0006257139324803,0.0001362284500413793
397,0.0003346247239329497,0.0006207734653639,0.0001331962351851698
398,0.0003306306964420285,0.0006165436266802,0.0001303448405699751
399,0.00032711974639458124,0.0006131811631972,0.00012772405463291284
400,0.00032412930993621877,0.0006107858143408,0.00012536625864662174
401,0.00032169504484455205,0.0006094301598214,0.00012329348684087053
402,0.0003198357648372208,0.0006091706649207,0.00012152307362434751
403,0.0003185643145076208,0.0006100572055962,0.00012006265961307287
404,0.00031787677338446875,0.0006121373390016,0.00011892362212309383
405,0.0003177674230510479,0.0006153668044345,0.00011810255636867092
406,0.0003182194042044104,0.0006197469782096,0.00011759814824427376
407,0.0003191975951673979,0.0006252121324798,0.00011740228194591682
408,0.0003206703576212979,0.0006316868849359,0.00011750453717486823
409,0.0003225866877532354,0.0006390507523663,0.00011788448954600653
410,0.00032489676439105834,0.0006472268586824,0.00011853323157635866
411,0.0003275362659896307,0.0006560896156014,0.00011943009596589532
412,0.0003304367157259105,0.0006655215082174,0.0001205557788277365
413,0.000333519832065388,0.0006754044013774,0.0001218861588248144
414,0.0003367015147860428,0.0006855700897793,0.000123391337928
415,0.00033989339274700584,0.0006958434586169,0.0001250361325488778
416,0.00034301082239740835,0.0007060314526279,0.00012678611703938593
417,0.0003459620171510932,0.0007158697753083,0.00012858901496369234
418,0.00034867222407541286,0.0007251943652566,0.000130399019673667
419,0.0003510867986620228,0.0007337887655858,0.00013211807052222865
420,0.00035319216213670966,0.0007414816262052,0.0001335682414195693
421,0.0003549945910957075,0.0007481671397488,0.00013458869640122178
422,0.00035640935116940613,0.0007537342393045,0.00013528721908550527
423,0.00035736236867624926,0.0007581838906228,0.00013581818017426652
424,0.0003578254900236843,0.0007614738531295,0.00013624421800618205
425,0.0003578100596102984,0.0007636605613098,0.00013660232625496731
426,0.00035735304749726283,0.0007647971163648,0.0001369225507226487
427,0.00035650601747511324,0.0007649477365807,0.00013723071850700336
428,0.00035533112758774963,0.0007642323142213,0.00013754629280487507
429,0.00035390416422689374,0.0007627739878233,0.00013790062452263073
430,0.00035231134542627293,0.0007607083270873,0.00013830860022543128
431,0.0003506369965594375,0.0007581813153197,0.00013879240643122073
432,0.0003489737728224464,0.0007554002830949,0.0001393641157098976
433,0.00034741135153662137,0.0007525055912748,0.00014002487264055103
434,0.0003460345891044782,0.0007496785831942,0.00014076811379429684
435,0.00034492510977618857,0.0007470914863656,0.00014157178060563214
436,0.0003441565910722475,0.0007448663016273,0.00014240805267481734
437,0.0003437757730452718,0.000743069690675,0.0001432589097760358
438,0.00034380719592640223,0.0007416843749871,0.00014412215955393642
439,0.00034425493663892424,0.000740709811127,0.00014502863877744753
440,0.00034509757647390024,0.0007401224637855,0.00014601311341332752
441,0.00034629845243067293,0.0007398435663031,0.00014710723928235242
442,0.0003478152495690542,0.0007398376482039,0.00014833150102478863
443,0.00034959812063594374,0.0007399509979721,0.00014967750879905746
444,0.0003515865259589042,0.0007401368356595,0.00015113794060729079
445,0.00035371001531343127,0.0007401787804307,0.00015267391978740198
446,0.0003558992449669792,0.0007399701179101,0.00015425478414808998
447,0.00035807364200353815,0.0007393127668314,0.00015582356221944375
448,0.00036014683974295696,0.0007434710403237,0.00015733187255445607
449,0.0003620262711243021,0.0007506833369003,0.00015871639948367817
450,0.00036362862544288,0.0007570784927602,0.00015990390643023762
451,0.0003648735180725167,0.0007624602375205,0.0001608289385842822
452,0.00036568481745202433,0.0007666278493506,0.00016143611344784676
453,0.0003659989846303245,0.0007693987809321,0.00016169370214829082
